Time,Average Age,Average Weekly Earnings,Male Proportion,Female Proportion,Survey Size
feb16,32.30409041980624,0.0005382131324004,0.4946178686759957,0.5053821313240043,1858.0
jan16,32.01895491803279,0.0015368852459016,0.4964139344262295,0.5035860655737705,1952.0
dec15,31.77789309807992,0.0005189413596263,0.4888427607680332,0.5111572392319668,1927.0
nov15,32.52544080604534,0.0005037783375314,0.4816120906801007,0.5183879093198992,1985.0
oct15,31.668653750620965,0.0,0.475906607054148,0.524093392945852,2013.0
sep15,32.037866666666666,0.0,0.4730666666666667,0.5269333333333334,1875.0
aug15,32.198083067092654,0.0010649627263045,0.4664536741214057,0.5335463258785943,1878.0
jul15,32.311791383219955,0.0011337868480725,0.4608843537414966,0.5391156462585034,1764.0
jun15,32.22338665195808,0.0005515719801434,0.4721456150027578,0.5278543849972421,1813.0
may15,32.27613516367476,0.0010559662090813,0.4778247096092925,0.5221752903907075,1894.0
apr15,32.129629629629626,0.0010288065843621,0.4938271604938271,0.5061728395061729,1944.0
mar15,31.5814696485623,0.0010649627263045,0.4946751863684771,0.5053248136315229,1878.0
feb15,31.55425055928412,0.000559284116331,0.4910514541387024,0.5089485458612976,1788.0
jan15,30.9124613800206,0.0020597322348094,0.4963954685890834,0.5036045314109165,1942.0
dec14,31.232522009321595,0.0015535991714137,0.4857586742620404,0.5142413257379596,1931.0
nov14,32.61134020618557,0.0010309278350515,0.4994845360824742,0.5005154639175258,1940.0
oct14,32.682702149437056,0.0,0.4928352098259979,0.5071647901740021,1954.0
sep14,33.27150837988827,0.000558659217877,0.4899441340782123,0.5100558659217878,1790.0
aug14,32.658872901678656,0.000599520383693,0.4970023980815348,0.5029976019184652,1668.0
jul14,32.48452305748579,0.0018951358180669,0.4832596336070752,0.5167403663929249,1583.0
jun14,33.15007215007215,0.0007215007215007,0.492063492063492,0.5079365079365079,1386.0
may14,32.92271505376344,0.0006720430107526,0.480510752688172,0.519489247311828,1488.0
apr14,33.57645466847091,0.0,0.4925575101488498,0.5074424898511503,1478.0
mar14,34.29735525375268,0.0014295925661186,0.4889206576125804,0.5110793423874196,1399.0
feb14,33.80758807588076,0.0013550135501355,0.4898373983739837,0.5101626016260162,1476.0
jan14,34.245390070921985,0.001418439716312,0.5035460992907801,0.4964539007092198,1410.0
dec13,33.690247252747255,0.0006868131868131,0.5013736263736264,0.4986263736263736,1456.0
nov13,33.24668064290706,0.0,0.5003494060097834,0.4996505939902166,1431.0
oct13,33.467091295116774,0.0,0.5046001415428167,0.4953998584571833,1413.0
sep13,32.99092812281926,0.0013956734124214,0.4842986741102582,0.5157013258897418,1433.0
aug13,32.76981919332406,0.0020862308762169,0.4853963838664812,0.5146036161335188,1438.0
jul13,32.06211604095563,0.0,0.4771331058020477,0.5228668941979522,1465.0
jun13,32.06182795698925,0.0006720430107526,0.4731182795698925,0.5268817204301075,1488.0
may13,31.736473583704647,0.0012730744748567,0.4774029280712921,0.5225970719287079,1571.0
apr13,32.65201238390093,0.0006191950464396,0.4743034055727554,0.5256965944272446,1615.0
mar13,33.786224821312544,0.0006497725795971,0.4678362573099415,0.5321637426900585,1539.0
feb13,33.65153452685422,0.0012787723785166,0.4840153452685422,0.5159846547314578,1564.0
jan13,34.205043132050434,0.0,0.4870603848706038,0.5129396151293961,1507.0
dec12,33.40834473324213,0.0020519835841313,0.4835841313269494,0.5164158686730507,1462.0
nov12,32.66731898238748,0.0019569471624266,0.4931506849315068,0.5068493150684932,1533.0
oct12,32.08588548601864,0.0006657789613848,0.4880159786950732,0.5119840213049268,1502.0
sep12,32.54429572976418,0.0012746972594008,0.4888463989802422,0.5111536010197578,1569.0
aug12,32.349405134627425,0.0006261740763932,0.490920475892298,0.509079524107702,1597.0
jul12,32.58556832694764,0.0006385696040868,0.4853128991060025,0.5146871008939975,1566.0
jun12,32.957036114570364,0.0018679950186799,0.4782067247820672,0.5217932752179327,1606.0
may12,32.76591511936339,0.0006631299734748,0.4860742705570292,0.5139257294429708,1508.0
apr12,33.360166551006245,0.0,0.4746703678001387,0.5253296321998612,1441.0
mar12,33.1664364640884,0.0013812154696132,0.4875690607734806,0.5124309392265194,1448.0
feb12,33.416432584269664,0.0021067415730337,0.4915730337078651,0.5084269662921348,1424.0
jan12,34.08692628650904,0.0,0.4853963838664812,0.5146036161335188,1438.0
dec11,33.40689655172414,0.0020689655172413,0.4841379310344827,0.5158620689655172,1450.0
nov11,34.033534540576795,0.0,0.4835680751173709,0.5164319248826291,1491.0
oct11,33.24155844155844,0.0006493506493506,0.4798701298701299,0.5201298701298701,1540.0
sep11,33.678714859437754,0.000669344042838,0.4725568942436412,0.5274431057563588,1494.0
aug11,32.99107142857143,0.0019132653061224,0.4853316326530612,0.5146683673469388,1568.0
jul11,33.222366710013006,0.0013003901170351,0.4694408322496749,0.5305591677503251,1538.0
jun11,33.313565098841174,0.0,0.4744376278118609,0.5255623721881391,1467.0
may11,32.59791122715405,0.0013054830287206,0.4745430809399478,0.5254569190600522,1532.0
apr11,32.98291182501709,0.0013670539986329,0.4702665755297334,0.5297334244702666,1463.0
mar11,32.49735099337748,0.0006622516556291,0.4821192052980132,0.5178807947019868,1510.0
feb11,32.97579529737206,0.0,0.4910096818810511,0.5089903181189488,1446.0
jan11,33.13297515110813,0.0,0.4882471457353929,0.5117528542646071,1489.0
dec10,32.376134889753565,0.0,0.5025940337224384,0.4974059662775616,1542.0
nov10,33.22373123659757,0.0,0.5017869907076483,0.4982130092923517,1399.0
oct10,33.115194346289755,0.0021201413427561,0.4763250883392226,0.5236749116607774,1415.0
sep10,32.46093189964158,0.0,0.4731182795698925,0.5268817204301075,1395.0
aug10,32.124156545209175,0.0006747638326585,0.4743589743589743,0.5256410256410257,1482.0
jul10,31.10443230115361,0.0,0.4772313296903461,0.5227686703096539,1647.0
jun10,31.207159624413144,0.0,0.4806338028169014,0.5193661971830986,1704.0
may10,31.246458923512748,0.0005665722379603,0.486685552407932,0.513314447592068,1765.0
apr10,31.97053624042428,0.0017678255745433,0.4725987035945787,0.5274012964054213,1697.0
mar10,32.40051183621241,0.0,0.4676903390914907,0.5323096609085093,1563.0
feb10,32.21117608836907,0.0,0.4710851202079272,0.5289148797920727,1539.0
jan10,31.97766097240473,0.0,0.4724047306176084,0.5275952693823915,1522.0
dec09,31.40245478036176,0.001937984496124,0.4844961240310077,0.5155038759689923,1548.0
nov09,30.949077021005728,0.0,0.4945894334818587,0.5054105665181413,1571.0
oct09,31.64866581956798,0.0012706480304955,0.48284625158831,0.5171537484116899,1574.0
sep09,30.882877148313177,0.0012730744748567,0.475493316359007,0.524506683640993,1571.0
aug09,31.343118069145465,0.0,0.471624266144814,0.5283757338551859,1533.0
jul09,31.75751633986928,0.0,0.4679738562091503,0.5320261437908497,1530.0
jun09,31.283629441624367,0.0019035532994923,0.4809644670050761,0.5190355329949239,1576.0
may09,31.774785801713588,0.0006119951040391,0.4828641370869033,0.5171358629130967,1634.0
apr09,31.65177478580172,0.0,0.4736842105263157,0.5263157894736842,1634.0
mar09,31.56014362657092,0.0,0.4871334530221424,0.5128665469778576,1671.0
feb09,31.62430598396052,0.001233806292412,0.4966070326958667,0.5033929673041333,1621.0
jan09,31.301158301158303,0.0,0.489060489060489,0.510939510939511,1554.0
dec08,31.59623149394348,0.0013458950201884,0.4919246298788694,0.5080753701211306,1486.0
nov08,31.178100263852244,0.0,0.4887862796833773,0.5112137203166227,1516.0
oct08,31.15103838892385,0.0,0.4764002517306482,0.5235997482693517,1589.0
sep08,31.48789808917197,0.0006369426751592,0.4821656050955414,0.5178343949044586,1570.0
aug08,31.45539033457249,0.0006195786864931,0.4913258983890954,0.5086741016109045,1614.0
jul08,31.941250789639923,0.0,0.4788376500315855,0.5211623499684144,1583.0
jun08,31.702358189929893,0.0012746972594008,0.491395793499044,0.5086042065009561,1569.0
may08,31.71206225680934,0.0006485084306095,0.4876783398184176,0.5123216601815823,1542.0
apr08,32.054930509596296,0.0,0.472534745201853,0.5274652547981469,1511.0
mar08,31.63619286161553,0.0012523481527864,0.4921728240450845,0.5078271759549154,1597.0
feb08,31.952319587628867,0.0006443298969072,0.4890463917525773,0.5109536082474226,1552.0
jan08,31.68952380952381,0.0,0.4914285714285714,0.5085714285714286,1575.0
dec07,32.03459747172322,0.0006653359946773,0.4916833000665336,0.5083166999334664,1503.0
nov07,31.35226547543076,0.0,0.4901084875558392,0.5098915124441609,1567.0
oct07,31.20764331210191,0.0006369426751592,0.4949044585987261,0.5050955414012739,1570.0
sep07,31.663870581186337,0.0,0.4961054523666866,0.5038945476333133,1669.0
aug07,30.933973589435773,0.0012004801920768,0.4945978391356542,0.5054021608643458,1666.0
jul07,32.13824604141291,0.0,0.4841656516443361,0.5158343483556638,1642.0
jun07,31.92275196137598,0.0006035003017501,0.4906457453228726,0.5093542546771274,1657.0
may07,31.566204287515763,0.0006305170239596,0.4974779319041614,0.5025220680958385,1586.0
apr07,31.536509900990097,0.0012376237623762,0.4752475247524752,0.5247524752475248,1616.0
mar07,31.837241379310345,0.0,0.4793103448275862,0.5206896551724138,1450.0
feb07,32.33618233618234,0.0007122507122507,0.48005698005698,0.51994301994302,1404.0
jan07,32.60919540229885,0.0,0.4847870182555781,0.5152129817444219,1479.0
dec06,32.32707774798928,0.0013404825737265,0.4892761394101876,0.5107238605898123,1492.0
nov06,31.776723592662872,0.0,0.4908285895003162,0.5091714104996837,1581.0
oct06,31.34447300771208,0.0006426735218508,0.4845758354755784,0.5154241645244216,1556.0
sep06,31.720183486238533,0.0,0.4980340760157274,0.5019659239842726,1526.0
aug06,31.405194805194807,0.0,0.4987012987012987,0.5012987012987012,1540.0
jul06,31.0471037555697,0.0,0.4964990451941438,0.5035009548058561,1571.0
jun06,30.937709310113863,0.001339584728734,0.4862692565304755,0.5137307434695244,1493.0
may06,30.184377199155524,0.0007037297677691,0.4771287825475017,0.5228712174524982,1421.0
apr06,30.532974427994617,0.0013458950201884,0.4818304172274562,0.5181695827725438,1486.0
mar06,30.583966827919834,0.0,0.4844505874222529,0.5155494125777471,1447.0
feb06,31.10264900662252,0.0,0.4781456953642384,0.5218543046357615,1510.0
jan06,31.689494680851062,0.0,0.4847074468085106,0.5152925531914894,1504.0
dec05,31.498362802881463,0.0,0.4891944990176817,0.5108055009823183,1527.0
nov05,31.20149719276357,0.0,0.4847161572052402,0.5152838427947598,1603.0
oct05,31.016822429906544,0.0006230529595015,0.4953271028037383,0.5046728971962616,1605.0
sep05,31.348894348894348,0.0,0.4944717444717444,0.5055282555282555,1628.0
aug05,31.279083431257344,0.0,0.4794359576968273,0.5205640423031728,1702.0
jul05,30.359484777517565,0.0,0.4806791569086651,0.5193208430913349,1708.0
jun05,30.06217008797654,0.0,0.4785923753665689,0.521407624633431,1705.0
may05,29.581422692533803,0.0,0.4697236919459142,0.5302763080540859,1701.0
apr05,29.51249238269348,0.0,0.4850700792199878,0.5149299207800122,1641.0
mar05,29.216882316697475,0.0006161429451632,0.4873690696241528,0.5126309303758472,1623.0
feb05,29.193664076509265,0.0005977286312014,0.4877465630603706,0.5122534369396294,1673.0
jan05,30.227189222290264,0.0,0.4862216778934476,0.5137783221065524,1633.0
dec04,30.35489614243324,0.0,0.4759643916913946,0.5240356083086053,1685.0
nov04,31.21749408983452,0.0,0.4716312056737589,0.5283687943262412,1692.0
oct04,31.64432686654909,0.0,0.4826572604350382,0.5173427395649618,1701.0
sep04,30.43203371970496,0.0,0.4810326659641728,0.5189673340358272,1898.0
aug04,30.6410537870472,0.0010976948408342,0.4709110867178924,0.5290889132821076,1822.0
jul04,30.18206670311646,0.0,0.4745762711864407,0.5254237288135594,1829.0
jun04,29.218004338394795,0.0010845986984815,0.4799349240780911,0.5200650759219089,1844.0
may04,29.30593358737072,0.0005443658138268,0.487207403375068,0.5127925966249319,1837.0
apr04,28.980555555555554,0.0,0.495,0.505,1800.0
mar04,28.553561718325177,0.0,0.4942903752039151,0.5057096247960848,1839.0
feb04,28.378177966101696,0.0,0.482521186440678,0.517478813559322,1888.0
jan04,28.440830061693774,0.0,0.4845765563656758,0.5154234436343241,1783.0
dec03,29.950512975256487,0.0,0.4906457453228726,0.5093542546771274,1657.0
nov03,30.913474240422723,0.0006605019815059,0.4808454425363276,0.5191545574636723,1514.0
oct03,31.1554441260745,0.0,0.4806590257879656,0.5193409742120344,1396.0
sep03,30.74694708276797,0.0006784260515603,0.4755766621438263,0.5244233378561737,1474.0
aug03,30.361185983827493,0.0006738544474393,0.4716981132075472,0.5283018867924528,1484.0
jul03,30.28155981493721,0.0,0.4785194976867151,0.5214805023132849,1513.0
jun03,28.95480880648899,0.0005793742757821,0.4947856315179606,0.5052143684820394,1726.0
may03,28.324089178901577,0.0010875475802066,0.4866775421424687,0.5133224578575313,1839.0
apr03,27.796121593291403,0.0,0.4947589098532495,0.5052410901467506,1908.0
mar03,28.026530612244898,0.0,0.4989795918367347,0.5010204081632653,1960.0
feb03,28.501594048884165,0.0005313496280552,0.4941551540913921,0.5058448459086079,1882.0
jan03,28.716042481833423,0.0005589714924538,0.4907769703745109,0.5092230296254892,1789.0
dec02,29.11581793600721,0.0004506534474988,0.4763406940063091,0.5236593059936908,2219.0
nov02,29.27775175644028,0.0,0.4758782201405152,0.5241217798594848,2135.0
oct02,28.780685061845865,0.0,0.4733587059942911,0.5266412940057088,2102.0
sep02,29.033014354066985,0.0,0.469377990430622,0.530622009569378,2090.0
aug02,28.74976122254059,0.0,0.4675262655205348,0.5324737344794651,2094.0
jul02,28.798303487276154,0.0004712535344015,0.4759660697455231,0.5240339302544769,2122.0
jun02,29.338446788111217,0.0,0.4837008628954937,0.5162991371045063,2086.0
may02,29.076072534276868,0.0004422821760283,0.4949137549756744,0.5050862450243255,2261.0
apr02,28.48108797280068,0.0,0.4870378240543986,0.5129621759456013,2353.0
mar02,27.904362416107386,0.0004194630872483,0.4853187919463087,0.5146812080536913,2384.0
feb02,28.20555555555556,0.0,0.4923076923076923,0.5076923076923077,2340.0
jan02,28.450874831763123,0.0,0.4939434724091521,0.506056527590848,2229.0
dec01,28.79029304029304,0.0004578754578754,0.5068681318681318,0.4931318681318681,2184.0
nov01,29.04491833030853,0.0009074410163339,0.4891107078039927,0.5108892921960072,2204.0
oct01,28.537769784172664,0.0,0.4766187050359712,0.5233812949640287,2224.0
sep01,28.819535698642134,0.0,0.4686815593517301,0.5313184406482698,2283.0
aug01,28.87596197374377,0.0,0.4567677682209144,0.5432322317790855,2209.0
jul01,28.678119349005424,0.0004520795660036,0.4783001808318264,0.5216998191681737,2212.0
jun01,29.3044925124792,0.0,0.4908485856905158,0.5091514143094842,1803.0
may01,29.181471389645772,0.0,0.5013623978201635,0.4986376021798365,1835.0
apr01,28.998404255319148,0.0,0.502127659574468,0.4978723404255319,1880.0
mar01,29.56923076923077,0.0,0.4912466843501326,0.5087533156498674,1885.0
feb01,29.454448588172617,0.0005327650506126,0.4906766116142781,0.5093233883857219,1877.0
jan01,29.775824175824177,0.0,0.4884615384615384,0.5115384615384615,1820.0
dec00,29.76866928691746,0.0005614823133071309,0.506457046603032,0.493542953396968,1781.0
nov00,29.710822998872604,0.0,0.5,0.5,1774.0
oct00,29.364501679731244,0.0005599104143337066,0.4955207166853303,0.5044792833146696,1786.0
sep00,29.551339285714285,0.0,0.484375,0.515625,1792.0
aug00,29.72692095080155,0.0,0.476506357103372,0.5234936428966279,1809.0
jul00,28.996119733924612,0.0,0.48337028824833705,0.516629711751663,1804.0
jun00,28.907651715039577,0.0,0.48601583113456465,0.5139841688654354,1895.0
may00,29.22643553629469,0.0005417118093174431,0.5021668472372698,0.4978331527627302,1846.0
apr00,29.64221724524076,0.0,0.49608062709966405,0.503919372900336,1786.0
mar00,29.85616827743036,0.0,0.48948266060261514,0.5105173393973849,1759.0
feb00,29.486887115165338,0.0,0.492018244013683,0.507981755986317,1754.0
jan00,29.41206313416009,0.0,0.48647125140924463,0.5135287485907554,1774.0
