Time,AIAN Average Age,AIAN Agricultural Proportion,AIAN Mining Proportion,AIAN Construction Proportion,AIAN Manufacturing Proportion,AIAN Retail Proportion,AIAN Transportation Proportion,AIAN Information Proportion,AIAN Financial Services Proportion,AIAN Business Proportion,AIAN Education and Health Proportion,AIAN Hospitality Proportion,AIAN Other Proportion,AIAN Public Administration Proportion,AIAN Military Proportion,AIAN Num Male Respondents,AIAN Num Female Respondents,AIAN Male Proportion,AIAN Female Proportion,AIAN Survey Size,National Average Age,National Agricultural Proportion,National Mining Proportion,National Construction Proportion,National Manufacturing Proportion,National Retail Proportion,National Transportation Proportion,National Information Proportion,National Financial Services Proportion,National Business Proportion,National Education and Health Proportion,National Hospitality Proportion,National Other Proportion,National Public Administration Proportion,National Military Proportion,National Num Male Respondents,National Num Female Respondents,National Male Proportion,National Female Proportion,National Survey Size
sep01,28.81953569864213,0.0100744634253175,0.005694261936049,0.0459921156373193,0.0210249671484888,0.0131406044678055,0.0162067455102934,0.0030661410424879,0.0065703022339027,0.0100744634253175,0.0692071835304424,0.0188348664038545,0.0026281208935611,0.0240911081909767,0.0157687253613666,1070.0,1213.0,0.4686815593517301,0.5313184406482698,2283.0,36.16492672714585,0.0151430565247732,0.0029797627355198,0.0380739706908583,0.0418492672714584,0.0259525471039776,0.0232798325191905,0.0074528960223307,0.0053454291695743,0.0182414515003489,0.0893719469644103,0.0324214933705512,0.0031612002791346,0.0368736915561758,0.0156315422191207,69375.0,73925.0,0.4841242149337055,0.5158757850662945,143300.0
oct01,28.537769784172664,0.0094424460431654,0.0058453237410071,0.0476618705035971,0.0274280575539568,0.0139388489208633,0.0125899280575539,0.0035971223021582,0.0067446043165467,0.0107913669064748,0.0696942446043165,0.0157374100719424,0.0035971223021582,0.0238309352517985,0.0184352517985611,1060.0,1164.0,0.4766187050359712,0.5233812949640287,2224.0,36.20555171764115,0.0149399540845876,0.0029796171854829,0.0382605176299831,0.0415820580990461,0.0257977628448017,0.0234671020955012,0.0072083010599621,0.0054707725372801,0.0184359452085383,0.089465273852638,0.0329293056166132,0.0033215404690629,0.0363136483214358,0.0151144047394753,69400.0,73907.0,0.4842750179684174,0.5157249820315826,143307.0
nov01,29.04491833030853,0.0090744101633393,0.0040834845735027,0.0471869328493647,0.0258620689655172,0.0186025408348457,0.014065335753176,0.0018148820326678,0.0049909255898366,0.0117967332123411,0.0707803992740471,0.014519056261343,0.0018148820326678,0.0240471869328493,0.0149727767695099,1078.0,1126.0,0.4891107078039927,0.5108892921960072,2204.0,36.29252426298763,0.0136981494866702,0.0028069978456291,0.0376628935937291,0.041115500943853,0.0264910421681251,0.0235577294194426,0.0075227542262861,0.0056350481751005,0.0182244335127472,0.0889327092441456,0.033220819503021,0.0031648900709468,0.0358593974779124,0.0150174384741159,69033.0,73468.0,0.4844387056932934,0.5155612943067066,142501.0
dec01,28.79029304029304,0.0086996336996337,0.0036630036630036,0.0485347985347985,0.021062271062271,0.021062271062271,0.016025641025641,0.0013736263736263,0.0059523809523809,0.0114468864468864,0.070054945054945,0.0164835164835164,0.0018315018315018,0.0192307692307692,0.0119047619047619,1107.0,1077.0,0.5068681318681318,0.4931318681318681,2184.0,36.351617836729226,0.013461416479311,0.0027204747439864,0.0372338551100523,0.0415400988110256,0.0268805457864356,0.0228632644287355,0.0075623559593197,0.0056312417628112,0.0185781643138553,0.0891906940029741,0.0325470268594022,0.002938958466949,0.0354084588440096,0.0148216538513042,68802.0,73085.0,0.4849070034605002,0.5150929965394997,141887.0
jan02,28.450874831763123,0.0062808434275459,0.0022431583669807,0.044414535666218,0.0260206370569762,0.0201884253028263,0.0170480035890533,0.0031404217137729,0.0067294751009421,0.0121130551816958,0.0659488559892328,0.0143562135486765,0.0035890533871691,0.0201884253028263,0.0134589502018842,1101.0,1128.0,0.4939434724091521,0.506056527590848,2229.0,36.32900432900433,0.0130998209174104,0.0027003398338903,0.0368247387791361,0.0410197836907934,0.0269469943737044,0.0230057673054415,0.007417121423636,0.0055487400764273,0.0185569045503898,0.0879267312492068,0.0334263998759112,0.0026721378512909,0.0346743376059337,0.0150387072211176,68620.0,73214.0,0.4838050114923079,0.5161949885076921,141834.0
feb02,28.20555555555556,0.0102564102564102,0.0038461538461538,0.0354700854700854,0.0235042735042735,0.02008547008547,0.0145299145299145,0.0034188034188034,0.0076923076923076,0.0115384615384615,0.0713675213675213,0.0153846153846153,0.0042735042735042,0.0179487179487179,0.0153846153846153,1152.0,1188.0,0.4923076923076923,0.5076923076923077,2340.0,36.115993606819394,0.0128218788847451,0.0026851358550879,0.0358870538092701,0.0411578760433315,0.027355709465459,0.0233351092168353,0.0075723672527082,0.0057538625466169,0.0187249156455336,0.0876007813887409,0.0339264784230154,0.0027632747291777,0.0348854555141182,0.015507014739833,68209.0,72566.0,0.4845249511632037,0.5154750488367963,140775.0
mar02,27.904362416107386,0.0100671140939597,0.0033557046979865,0.0343959731543624,0.0205536912751677,0.0205536912751677,0.011744966442953,0.0037751677852348,0.0083892617449664,0.0109060402684563,0.072986577181208,0.0197147651006711,0.0037751677852348,0.0188758389261744,0.0134228187919463,1157.0,1227.0,0.4853187919463087,0.5146812080536913,2384.0,36.12365745381641,0.0128240011456394,0.0027423743376772,0.0363239295431762,0.0411642560504081,0.0272089359873979,0.0232779607618502,0.0073893741944722,0.0056351138479163,0.018781326077617,0.0884362022053558,0.0332378633825003,0.0029571817270514,0.0345123872261205,0.0151367607045682,67632.0,72028.0,0.484261778605184,0.515738221394816,139660.0
apr02,28.48108797280068,0.0080747981300467,0.0038249043773905,0.0382490437739056,0.0212494687632809,0.0165745856353591,0.0106247343816404,0.0042498937526561,0.0097747556311092,0.0084997875053123,0.0684232894177645,0.0178495537611559,0.0046748831279218,0.0208244793880153,0.0123246918827029,1146.0,1207.0,0.4870378240543986,0.5129621759456013,2353.0,36.13256423109781,0.0135416593121853,0.0025981911506174,0.0368194751371463,0.0399754301489017,0.0268432683550202,0.0236802530412251,0.0073144729131512,0.0055493974032209,0.0186391973848641,0.0877171925414969,0.0332752035132062,0.0029159047424048,0.0351179423455735,0.0151019860629637,68550.0,73087.0,0.4839837048228923,0.5160162951771077,141637.0
may02,29.076072534276868,0.0106147722246793,0.0035382574082264,0.0358248562582927,0.0225563909774436,0.0168067226890756,0.0145953118089341,0.0035382574082264,0.0097302078726227,0.0066342326404245,0.0787262273330384,0.0185758513931888,0.0026536930561698,0.0252100840336134,0.0123839009287925,1119.0,1142.0,0.4949137549756744,0.5050862450243255,2261.0,36.11591446923597,0.0144100743745774,0.0026129704755465,0.0369407820599504,0.0397086995717827,0.0261930921794004,0.0237280256930358,0.0072472954699121,0.0053879310344827,0.0190232702276312,0.0890452445345954,0.0332643114717151,0.0030425963488843,0.0348137818345729,0.015205938697318,68542.0,73442.0,0.4827445345954473,0.5172554654045526,141984.0
jun02,29.338446788111217,0.0115052732502396,0.0033557046979865,0.0412272291466922,0.022051773729626,0.0201342281879194,0.0158197507190795,0.0047938638542665,0.0057526366251198,0.009587727708533,0.0709491850431447,0.0158197507190795,0.0028763183125599,0.023489932885906,0.0134228187919463,1009.0,1077.0,0.4837008628954937,0.5162991371045063,2086.0,36.14032573106811,0.01505698185855,0.0026418222952939,0.0376740722004412,0.0393322372581257,0.0258210024872475,0.0234040161319787,0.0072439329426808,0.0052906707137135,0.0194834394277925,0.0904402568750614,0.0339642791900285,0.0034919831935134,0.0358683585571153,0.0155207059848516,68780.0,73546.0,0.4832567485912623,0.5167432514087377,142326.0
jul02,28.798303487276154,0.0146088595664467,0.001885014137606,0.0395852968897266,0.0212064090480678,0.0164938737040527,0.0155513666352497,0.0070688030160226,0.0070688030160226,0.0098963242224316,0.0730442978322337,0.0136663524976437,0.004712535344015,0.0292177191328934,0.0160226201696512,1010.0,1112.0,0.4759660697455231,0.5240339302544769,2122.0,36.16858765439007,0.0161558797610888,0.0026366955281084,0.0383544781860653,0.039347610188695,0.0255067071379614,0.0228630177225105,0.0071337650893119,0.0051125316473402,0.0193171168398819,0.0907317004937684,0.0335636653564784,0.0036508091927655,0.0360954525744499,0.0162398064091983,69181.0,73801.0,0.4838441202389112,0.5161558797610888,142982.0
aug02,28.74976122254059,0.0128939828080229,0.0014326647564469,0.041069723018147,0.0262655205348615,0.0181470869149952,0.0148042024832855,0.0052531041069723,0.0042979942693409,0.0109837631327602,0.0692454632282712,0.0152817574021012,0.0028653295128939,0.0262655205348615,0.0133715377268385,979.0,1115.0,0.4675262655205348,0.5324737344794651,2094.0,36.25485710287893,0.0153776191975373,0.0027914786441389,0.0381082310140973,0.0394025256235351,0.0255290866477769,0.0227166194424038,0.0071431070066813,0.0053380907405464,0.0188267394270122,0.0892293699933536,0.0340154615734424,0.0036729982159722,0.0355336341693776,0.0155455276874103,69030.0,73905.0,0.4829467939972715,0.5170532060027285,142935.0
sep02,29.033014354066985,0.0157894736842105,0.0023923444976076,0.0416267942583732,0.023444976076555,0.0143540669856459,0.0119617224880382,0.0019138755980861,0.0047846889952153,0.0157894736842105,0.0708133971291866,0.0138755980861244,0.0038277511961722,0.023444976076555,0.0124401913875598,981.0,1109.0,0.469377990430622,0.530622009569378,2090.0,36.27049711288649,0.0151146835319602,0.0027373597364333,0.0379887022964567,0.0395558929852544,0.0249984328093112,0.022463066539434,0.006965291950212,0.0055931294360203,0.0183117525371075,0.0872890387200579,0.0335518113241716,0.0035453336026579,0.0352304466841727,0.014745523058599,69593.0,73976.0,0.4847355626911102,0.5152644373088898,143569.0
oct02,28.780685061845865,0.0133206470028544,0.0023786869647954,0.0390104662226451,0.0290199809705042,0.0152235965746907,0.0171265461465271,0.0023786869647954,0.0061845861084681,0.0090390104662226,0.0723120837297811,0.0176022835394862,0.0042816365366317,0.0247383444338725,0.0123691722169362,995.0,1107.0,0.4733587059942911,0.5266412940057088,2102.0,36.18952153875029,0.0154111374489944,0.002697122837262,0.0377319143315931,0.0401023238354755,0.0252611968830157,0.0222790687974863,0.0067636611357111,0.00568620227031,0.0177189848252083,0.087927594764245,0.033616716600513,0.0033296954614652,0.034548197168021,0.0145561217041923,69755.0,74102.0,0.4848912461680696,0.5151087538319303,143857.0
nov02,29.27775175644028,0.0126463700234192,0.0028103044496487,0.0379391100702576,0.0266978922716627,0.0163934426229508,0.0168618266978922,0.0014051522248243,0.0065573770491803,0.0070257611241217,0.0805620608899297,0.0154566744730679,0.0046838407494145,0.0285714285714285,0.0131147540983606,1016.0,1119.0,0.4758782201405152,0.5241217798594848,2135.0,36.22084061462199,0.0142376751860644,0.0028057619070826,0.0380970946787994,0.040095242736697,0.0256069287698509,0.0223207758662702,0.0068856042831382,0.005736843204556,0.0175795255964854,0.0884406786741208,0.0346368870663426,0.0034253966706815,0.0346438492546977,0.014648444299012,69516.0,74117.0,0.4839834856892218,0.5160165143107782,143633.0
dec02,29.11581793600721,0.010365029292474,0.0018026137899954,0.0356016223524109,0.0243352861649391,0.0180261378999549,0.0157728706624605,0.0022532672374943,0.0054078413699864,0.0076611086074808,0.0788643533123028,0.0148715637674628,0.0040558810274898,0.0252365930599369,0.0135196034249662,1057.0,1162.0,0.4763406940063091,0.5236593059936908,2219.0,36.166867945075424,0.013661335697482,0.0027783401162993,0.036809516163936,0.0400136822779596,0.0257031364527996,0.021856740965159,0.0070784846179084,0.0055008342001102,0.0173471738417183,0.090268130763485,0.0339823107692092,0.0030924740490467,0.0346315208968872,0.0145618529713579,69413.0,73838.0,0.4845550816399187,0.5154449183600812,143251.0
jan03,28.716042481833423,0.0078256008943543,0.0033538289547233,0.0268306316377864,0.0408049189491335,0.0536612632755729,0.0139742873113471,0.0061486864169927,0.0128563443264393,0.0296254891000558,0.111235326998323,0.0558971492453884,0.0173281162660704,0.0475125768585802,,878.0,911.0,0.4907769703745109,0.5092230296254892,1789.0,36.184431431677126,0.0101686594901644,0.0028261860514043,0.0370910620989515,0.062786212700305,0.076517409446334,0.0251551597180826,0.0134927592131561,0.0350923945439882,0.0506048599179494,0.1081664855008941,0.045155861004944,0.0241382937690662,0.023177530768961,7.012868613906518e-05,69104.0,73491.0,0.484617272695396,0.515382727304604,142595.0
feb03,28.501594048884165,0.0053134962805526,0.0031880977683315,0.0313496280552603,0.0361317747077577,0.0573857598299681,0.0212539851222104,0.0053134962805526,0.0132837407013815,0.0350690754516471,0.0993623804463336,0.043039319872476,0.0175345377258235,0.053134962805526,,930.0,952.0,0.4941551540913921,0.5058448459086079,1882.0,36.2755866059772,0.0097667689919198,0.002709854980417,0.0364630746974348,0.0630958681768462,0.0762993542923679,0.0259129882502381,0.0136974700963268,0.0349811227550192,0.0512049680674641,0.1081895487103489,0.0455100384601813,0.0243181256836385,0.0233231008080166,8.468296813803324e-05,68702.0,73003.0,0.4848241064182633,0.5151758935817367,141705.0
